Legislation Number,URL,Congress,Title,Sponsor,Party of Sponsor,Date of Introduction,Latest Action,Latest Action Date,Latest Summary
S. 1141,https://www.congress.gov/bill/115th-congress/senate-bill/1141,115th Congress (2017-2018),"Women, Peace, and Security Act of 2017","Shaheen, Jeanne [Sen.-D-NH]",Democratic,05/16/2017,Became Public Law No: 115-68.,10/06/2017,"<p>(This measure has not been amended since it was introduced. The expanded summary of the Senate passed version is repeated here.)</p> <p><strong>Women, Peace, and Security Act of 2017</strong></p> <p> (Sec. 3) This bill expresses the sense of Congress that: (1) the United States should be a global leader in promoting the participation of women in conflict prevention, management, and resolution and post-conflict relief and recovery efforts; (2) the political participation and leadership of women in fragile environments, particularly during democratic transitions, is critical to sustaining democratic institutions; and (3) the participation of women in conflict prevention and conflict resolution helps promote more inclusive and democratic societies and is critical to country and regional stability. </p> <p> (Sec. 5) The President, within one year after enactment of this bill and again four years later, shall submit to the appropriate congressional committees and make public a Women, Peace, and Security Strategy, which shall: </p> <ul> <li> be aligned with other nations' plans to improve the participation of women in peace and security processes, conflict prevention, peace building, and decision-making institutions; and </li> <li>include goals and evaluation plans to ensure strategy effectiveness. </li> </ul> <p> Such a strategy shall include a specific implementation plan from each relevant federal agency. </p> <p>The President is urged <o > to promote women's participation in conflict prevention. </p> <p> It is the sense of Congress that the President should: (1) provide technical assistance and training to female negotiators, peace builders, and stakeholders (non-governmental and private sector entities engaged in or affected by conflict prevention and stabilization, peace building, security, or related efforts); (2) address security-related barriers to women's participation; (3) encourage increased women's participation in U.S.-funded programs that provide foreign nationals with law enforcement, rule of law, or military education training; (4) support appropriate local organizations, especially women's peace building organizations; and (5) expand gender analysis to improve program design.</p> <p> (Sec. 6) The Department of State shall ensure that personnel responsible for, or deploying to, countries or regions considered to be at risk of undergoing, or emerging from, violent conflict obtain training in the following areas, each of which shall include a focus on ensuring participation by women: </p> <ul> <li>conflict prevention, mitigation, and resolution; </li> <li>protecting civilians from violence, exploitation, and trafficking in persons; and </li> <li>international human rights law.</li> </ul> <p>The Department of Defense shall ensure that relevant personnel receive training in: </p> <ul> <li>conflict prevention, peace processes, mitigation, resolution, and security initiatives that addresses the importance of participation by women; and </li> <li>gender considerations and participation by women, including training regarding international human rights law and protecting civilians from violence, exploitation, and trafficking in persons. </li> </ul> <p> (Sec. 7) The State Department and the U.S. Agency for International Development shall establish guidelines for overseas U.S. personnel to consult with stakeholders regarding U.S. efforts to: </p> <ul> <li>prevent, mitigate, or resolve violent conflict; and </li> <li>enhance the success of mediation and negotiation processes by ensuring the meaningful participation of women. </li> </ul> <p> The State Department is urged to work with international, regional, national, and local organizations to increase the participation of women in international peacekeeping operations.</p> <p> (Sec. 8) The State Department, within one year after the first strategy's submission, shall brief the appropriate congressional committees on training regarding the participation of women in conflict resolution. </p> <p> The President, within two years after each strategy's submission, shall submit to the appropriate congressional committees a report that evaluates the implementation of such strategy and the impact of U.S. diplomatic efforts and foreign assistance programs to promote the participation of women.</p>"
S. 1094,https://www.congress.gov/bill/115th-congress/senate-bill/1094,115th Congress (2017-2018),Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017,"Rubio, Marco [Sen.-R-FL]",Republican,05/11/2017,Became Public Law No: 115-41.,06/23/2017,"<p><b>Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017</b></p> <p> TITLE I--OFFICE OF ACCOUNTABILITY AND WHISTLEBLOWER PROTECTION </p> <p>(Sec. 101) This bill establishes in the Department of Veterans Affairs (VA) the Office of Accountability and Whistleblower Protection which shall advise the VA on all matters relating to accountability, including VA employee accountability, whistle-blower disclosures and related retaliation, and senior executive service (SES) and supervisory misconduct.</p> <p>The office shall be headed by an Assistant Secretary for Accountability and Whistleblower Protection. </p> <p>(Sec. 102) The bill revises whistle-blower protections. </p> <p>The VA shall develop supervisory performance criteria that include whistle-blower protection and provide employees with whistle-blower disclosure and merit system protection training. </p> <p>TITLE II--ACCOUNTABILITY OF SENIOR EXECUTIVES, SUPERVISORS, AND OTHER EMPLOYEES</p> <p>(Sec. 201) The bill revises VA authority to remove certain employees or senior executives for reasons of misconduct or performance, including to permit such individuals to be reprimanded or suspended.</p>   <p>(Sec. 202) The VA may remove, demote, or suspend other VA employees based on performance or misconduct. The VA may also remove or suspend such employee from the civil service or demote the employee through a reduction in grade and salary. </p> <p>A demoted individual may not be placed on administrative leave during an appeal period, and may receive pay only if he or she reports for duty or is approved to use certain leave. A demoted individual who does not report for duty or receive leave approval shall not receive pay or other benefits.</p> <p>The VA shall issue a final written decision with respect to a removal, demotion, or suspension within 15 business days after the individual has been provided with notice and an evidentiary file. </p> <p>The bill establishes an expedited appeals process, including the right to appeal to the Merit Systems Protection Board and the right to appeal a board decision to a U.S. Court of Appeals or to any court of appeals of competent jurisdiction.</p> <p> The VA may not remove, demote, or suspend an employee who: (1) is seeking corrective action from the Office of Special Counsel based on discrimination without the office's approval, and (2) has made a whistle-blower disclosure to the Office of Accountability and Whistleblower Protection until a final determination of the case has been made.</p> <p>(Sec. 203) The VA shall reduce the federal annuity of an individual removed from the SES who is convicted of a felony that influenced his or her performance while employed in such position. The VA may reduce the federal annuity of an individual who was convicted of such a felony and was subject to removal or transfer from the SES but who left the VA before final action was taken. The bill provides for appeals to the Office of Personnel Management. </p> <p>(Sec. 204) The VA may recoup an award, a bonus, or relocation expenses paid to a VA employee under specified circumstances. </p> <p>(Sec. 206) The bill shortens a supervisor's time to respond to a notice of an adverse action from 14 days to 10 days. </p> <p>(Sec. 207) The VA may directly appoint qualifying individuals to the positions of Medical Center Director and Director of Veterans Integrated Service Network. </p> <p>(Sec. 208) The bill revises time periods for adverse action reviews for physicians, dentists, podiatrists, chiropractors, optometrists, registered nurses, physician assistants, and expanded-function dental auxiliaries. </p> <p>(Sec. 209) The VA shall provide supervisors with periodic training regarding whistle-blower rights, hostile work environments, and managing underperforming employees.</p> </p> </p>"
S. 1091,https://www.congress.gov/bill/115th-congress/senate-bill/1091,115th Congress (2017-2018),Supporting Grandparents Raising Grandchildren Act,"Collins, Susan M. [Sen.-R-ME]",Republican,05/10/2017,Became Public Law No: 115-196.,07/07/2018,"<p><b>Supporting Grandparents Raising Grandchildren Act </b></p> (Sec. 3) This bill establishes an Advisory Council to Support Grandparents Raising Grandchildren. <p>The council must identify, promote, coordinate, and publicly disseminate information and resources to help older relatives meet the needs of the children in their care and maintain their own health and emotional well-being.</p> <p>The council must report on the information and resources.</p> <p>The bill terminates the council after three years.</p>"
S. 1083,https://www.congress.gov/bill/115th-congress/senate-bill/1083,115th Congress (2017-2018),"A bill to amend section 1214 of title 5, United States Code, to provide for stays during a period that the Merit Systems Protection Board lacks a quorum.","Johnson, Ron [Sen.-R-WI]",Republican,05/10/2017,Became Public Law No: 115-42.,06/27/2017,"<b> <p /><b>This measure has not been amended since it was passed by the House on May 25, 2017. The summary of that version is repeated here.) </b> </b> <p>This bill provides that if the Merit Systems Protection Board lacks the number of members required to constitute a quorum, any remaining member of the board may, upon request by the Special Counsel, extend the period of any stay of any personnel action granted.</p>"
S. 1050,https://www.congress.gov/bill/115th-congress/senate-bill/1050,115th Congress (2017-2018),Chinese-American World War II Veteran Congressional Gold Medal Act,"Duckworth, Tammy [Sen.-D-IL]",Democratic,05/04/2017,Became Public Law No: 115-337.,12/20/2018,"<p><strong>Chinese-American World War II Veteran Congressional Gold Medal Act</strong> </p> <p>(Sec. 4) This bill directs the President pro tempore of the Senate and the Speaker of the House of Representatives to make appropriate arrangements for the award of a single Congressional Gold Medal to the Chinese-American Veterans of World War II in recognition of their dedicated service during World War II.</p> <p>The medal shall be displayed at the Smithsonian Institution, which is urged to make the medal available for display at other locations associated with such veterans or with World War II.</p>"
S. 1023,https://www.congress.gov/bill/115th-congress/senate-bill/1023,115th Congress (2017-2018),Tropical Forest Conservation Reauthorization Act of 2018,"Portman, Rob [Sen.-R-OH]",Republican,05/03/2017,Became Public Law No: 115-440.,01/14/2019,"<p><b>Tropical Forest Conservation Reauthorization Act of 2018</b></p> <p>This bill reauthorizes the Tropical Forest Conservation Act of 1998 through FY 2020 and expands the Act to include coral reefs as well as tropical forests. The bill also changes the name of the Act to the Tropical Forest and Coral Reef Conservation Act of 1998.</p> <p>The bill authorizes to be appropriated funds for the Act's debt-for-nature swaps and debt buyback programs through FY 2020. Such programs convert reduce or convert debt obligations from eligible countries to the United States into funding for nature conservation and protection efforts in that country. The Tropical Forest Facility, an entity that administers the programs, shall be renamed the Conservation Facility.</p> <p>The bill modifies the administration of agreements signed between the United States and each country that participate in the debt reduction programs. The administering body for each country that disperses grants under the Act shall have at least one U.S.-appointed individual serving in an official capacity. It also modifies the additional approval requirements for larger grants and defines such grants as those of more than $250,000. Currently, grants of more than $100,000 are subject to additional approval requirements. </p>"
S. 994,https://www.congress.gov/bill/115th-congress/senate-bill/994,115th Congress (2017-2018),Protecting Religiously Affiliated Institutions Act of 2018,"Hatch, Orrin G. [Sen.-R-UT]",Republican,05/01/2017,Became Public Law No: 115-249.,09/28/2018,"<p><b>Protecting Religiously Affiliated Institutions Act of 2018</b></p> <p>(Sec. 2) This bill amends the federal criminal code to modify an existing prohibition on intentionally obstructing, by force or threat of force, a person in the free exercise of religious beliefs.</p> <p>The bill specifies that, with respect to the prohibition, a threat of force includes a threat of force against religious real property.</p> <p>Additionally, it establishes a criminal penalty&#8212;a fine, a prison term of up to three years, or both&#8212;for a violation that results in damage or destruction to religious real property in an amount that exceeds $5,000.</p> <p>Finally, the bill broadens the definition of &quot;religious real property&quot; to include real property owned or leased by a nonprofit, religiously affiliated organization.</p>"
S. 943,https://www.congress.gov/bill/115th-congress/senate-bill/943,115th Congress (2017-2018),Johnson-O'Malley Supplemental Indian Education Program Modernization Act,"Heitkamp, Heidi [Sen.-D-ND]",Democratic,04/26/2017,Became Public Law No: 115-404.,12/31/2018," <p><b>Johnson-O'Malley Supplemental Indian Education Program Modernization Act</b></p> <p>This bill requires the Department of the Interior to annually update the number of Indian students eligible for the Johnson-O'Malley Program (JOM Program). The JOM Program awards contracts to tribal organizations, schools, states, and others to educate Indian students. Under the program, the contract amounts are based on the number of students served.</p> <p>Under the bill, contracting parties must annually report to Interior on the number of students they serve and how the amounts for which contract funds were used. If they fail to submit the report, Interior shall not give them program funds for the fiscal year following the academic year for which the report should have been submitted.</p> <p>This bill allows Interior to make recommendations for legislation to increase funds per eligible student and to identify additional sources of funding that do not reallocate existing funds utilized by Indian students. The bill allocates appropriations for any fiscal year for which the appropriated amount exceeds the previous fiscal year appropriation.</p> <p> Interior must confer with Indian tribes, state and local education agencies, and Alaska Native organizations that have not participated in the program to determine their interest in the JOM Program.</p>  <p>This bill requires the Government Accountability Office to review the implementation of this bill.</p>"
S. 931,https://www.congress.gov/bill/115th-congress/senate-bill/931,115th Congress (2017-2018),"A bill to designate the facility of the United States Postal Service located at 4910 Brighton Boulevard in Denver, Colorado, as the ""George Sakato Post Office"".","Gardner, Cory [Sen.-R-CO]",Republican,04/25/2017,Became Public Law No: 115-220.,07/27/2018,"<p>(Sec. 1) Designates the facility of the United States Postal Service located at 4910 Brighton Boulevard in Denver, Colorado, as the ""George Sakato Post Office.""</p>"
S. 920,https://www.congress.gov/bill/115th-congress/senate-bill/920,115th Congress (2017-2018),National Clinical Care Commission Act,"Shaheen, Jeanne [Sen.-D-NH]",Democratic,04/24/2017,Became Public Law No: 115-80.,11/02/2017,"<p>(This measure has not been amended since it was passed by the Senate on September 6, 2017. The summary of that version is repeated here.)</p> <p><b>National Clinical Care Commission Act</b></p> <p>(Sec. 2) This bill establishes within the Department of Health and Human Services (HHS) a National Clinical Care Commission to evaluate and make recommendations regarding improvements to the coordination and leveraging of federal programs related to complex metabolic or autoimmune diseases that result from issues related to insulin and represent a significant disease burden (e.g., diabetes). The commission must report on: (1) HHS programs that focus on prevention, (2) current activities and gaps in federal efforts to support clinicians in providing integrated care, (3) improvement in federal education and awareness activities related to prevention and treatment, (4) methods for outreach and dissemination of education and awareness materials, and (5) opportunities for consolidation of overlapping federal programs.</p> <p>The commission must submit an operating plan to HHS and Congress within 90 days of its first meeting. The commission is terminated after it submits a final report, but not later than the end of FY2021.</p>"
S. 899,https://www.congress.gov/bill/115th-congress/senate-bill/899,115th Congress (2017-2018),Veterans Providing Healthcare Transition Improvement Act,"Hirono, Mazie K. [Sen.-D-HI]",Democratic,04/07/2017,Became Public Law No: 115-238.,09/07/2018,"<p /><b>Veterans Providing Healthcare Transition Improvement Act </b> <p />This bill amends the Wounded Warriors Federal Leave Act of 2015 to extend the policy entitling new federal employees who are veterans with a service-connected disability rated at 30% or more to a specified amount of leave for medical treatment for such disability to Veterans Health Administration physicians, dentists, podiatrists, chiropractors, optometrists, registered nurses, physician assistants, and expanded-function dental auxiliaries. <b> <p /></b>"
S. 831,https://www.congress.gov/bill/115th-congress/senate-bill/831,115th Congress (2017-2018),"A bill to designate the facility of the United States Postal Service located at 120 West Pike Street in Canonsburg, Pennsylvania, as the ""Police Officer Scott Bashioum Post Office Building"".","Toomey, Patrick [Sen.-R-PA]",Republican,04/05/2017,Became Public Law No: 115-137.,03/16/2018,"<p>Designates the facility of the United States Postal Service located at 120 West Pike Street in Canonsburg, Pennsylvania, as the ""Police Officer Scott Bashioum Post Office Building.""</p>"
S. 825,https://www.congress.gov/bill/115th-congress/senate-bill/825,115th Congress (2017-2018),Southeast Alaska Regional Health Consortium Land Transfer Act of 2017,"Murkowski, Lisa [Sen.-R-AK]",Republican,04/04/2017,Became Public Law No: 115-326.,12/18/2018,"<p><b>Southeast Alaska Regional Health Consortium Land Transfer Act of 2017</b></p> <p>(Sec. 2) This bill directs the Department of Health and Human Services (HHS) to convey specified property in Sitka, Alaska, to the Southeast Alaska Regional Health Consortium for use in connection with health and social services programs. </p> <p>Such conveyance shall not require any consideration from, or impose any obligation, term, or condition on, the consortium or allow for any U.S. reversionary interest in the property. </p> <p>(Sec. 4) The consortium shall not be liable for any environmental contamination that occurred before such conveyance.</p>"
S. 810,https://www.congress.gov/bill/115th-congress/senate-bill/810,115th Congress (2017-2018),"A bill to facilitate construction of a bridge on certain property in Christian County, Missouri, and for other purposes.","Blunt, Roy [Sen.-R-MO]",Republican,04/04/2017,Became Public Law No: 115-67.,10/06/2017,"<p>(This measure has not been amended since it was reported to the Senate on August 2, 2017. The summary of that version is repeated here.)</p> <p>(Sec. 1) This bill authorizes the Riverside Bridge Project, to construct, maintain, and operate a bridge on certain property conveyed to Christian County, Missouri, by the Riverside Inn, Inc. </p> <p>As a condition for such authorization, the county or an assignee shall:</p> <ul> <li>carry out the project in a manner that ensures that no attributable flood damage occurs, and</li> <li>be liable for any such damage that does occur.</li> </ul> <p>The government shall not be liable for future flood damage that is caused by the project.</p> <p>No future federal disaster assistance may be provided with respect to the project.</p>"
S. 791,https://www.congress.gov/bill/115th-congress/senate-bill/791,115th Congress (2017-2018),Small Business Innovation Protection Act of 2017,"Peters, Gary C. [Sen.-D-MI]",Democratic,03/30/2017,Became Public Law No: 115-259.,10/09/2018,"<p><b>Small Business Innovation Protection Act of 2017</b> </p> <p>(Sec. 4) This bill directs the Small Business Administration to develop partnership agreements that provide for: </p> <ul> <li>development of high-quality training for small businesses related to domestic and international protection of intellectual property, </li> <li>leveraging of training materials already developed for the education of inventors and small businesses, and </li> <li>participation of a nongovernmental organization. </li></ul> <p>These agreements must also provide training:</p> <ul> <li>through electronic resources, including Internet-based webinars; and</li> <li>at physical locations, including a small business development center (SBDC) and the headquarters or a regional office of the U.S.&nbsp;Patent and Trademark Office. </li></ul> <p>(Sec. 5) The bill amends the Small Business Act to require services at an SBDC to include training, in person or through a website, relating to:</p> <ul> <li>domestic and international intellectual property protections, and </li> <li>how those protections should be considered in the business plans and growth strategies of small businesses.</li></ul>"
S. 782,https://www.congress.gov/bill/115th-congress/senate-bill/782,115th Congress (2017-2018),PROTECT Our Children Act of 2017,"Cornyn, John [Sen.-R-TX]",Republican,03/30/2017,Became Public Law No: 115-82.,11/02/2017,"<p>(This measure has not been amended since it was passed by the House on October 3, 2017. The summary of that version is repeated here.)</p> <p><b>Providing Resources, Officers, and Technology To Eradicate Cyber Threats to Our Children Act of 2017 or the PROTECT Our Children Act of 2017</b></p> <p>(Sec. 2) This bill amends the PROTECT our Children Act of 2008 to reauthorize through FY2022 the National Strategy for Child Exploitation Prevention and Interdiction.</p>"
S. 772,https://www.congress.gov/bill/115th-congress/senate-bill/772,115th Congress (2017-2018),Ashlynne Mike AMBER Alert in Indian Country Act,"McCain, John [Sen.-R-AZ]",Republican,03/29/2017,Became Public Law No: 115-166.,04/13/2018,"<p><b>Ashlynne Mike AMBER Alert in Indian Country Act</b></p> <p>(Sec. 2) This bill amends the PROTECT Act to reauthorize the AMBER Alert grant program for FY2019.</p> <p>The bill also modifies the program to:</p> <ul> <li>add, as a new purpose area, the integration of tribal AMBER Alert systems into state AMBER alert systems;</li> <li>make Indian tribes eligible for AMBER Alert grants;</li> <li>permit the use of grant funds to integrate state or regional AMBER Alert communication plans with an Indian tribe; and</li> <li>allow the waiver of the matching funds requirement for grants awarded to Indian tribes.</li></ul> <p>(Sec. 3) The Department of Justice must submit to Congress a report evaluating the readiness, education, and training needs, technological challenges, and specific obstacles encountered by Indian tribes in the integration of state or regional AMBER Alert communication plans.</p>"
S. 770,https://www.congress.gov/bill/115th-congress/senate-bill/770,115th Congress (2017-2018),NIST Small Business Cybersecurity Act,"Schatz, Brian [Sen.-D-HI]",Democratic,03/29/2017,Became Public Law No: 115-236.,08/14/2018,"<div><b><br /></b></div> <div><b>NIST Small Business Cybersecurity Act</b></div> <p class=""MsoNormal"" style=""line-height: normal;"">(Sec. 2) This bill amends the National Institute of Standards and Technology Act to require the National Institute of Standards and Technology (NIST) to consider small businesses when it facilitates and supports the development of voluntary, consensus-based, industry-led guidelines and procedures to cost-effectively reduce cyber risks to critical infrastructure.</p> <p class=""MsoNormal"" style=""line-height: normal;"">NIST must disseminate, and publish on its website, standard and method resources that small business may use voluntarily to help identify, assess, manage, and reduce their cybersecurity risks. The resources must be: (1) technology-neutral, (2) based on international standards to the extent possible, (3) able to vary with the nature and size of the implementing small business and the sensitivity of the data collected or stored on the information systems, and (4) consistent with the national cybersecurity awareness and education program under the Cybersecurity Enhancement Act of 2014. Additionally, the resources must include case studies of practical application.</p> <p class=""MsoNormal"" style=""line-height: normal;"">Other federal agencies may also elect to publish the resources on their own websites. </p>"
S. 756,https://www.congress.gov/bill/115th-congress/senate-bill/756,115th Congress (2017-2018),First Step Act of 2018,"Sullivan, Dan [Sen.-R-AK]",Republican,03/29/2017,Became Public Law No: 115-391.,12/21/2018,"<p><b>First Step Act of 2018</b></p> <p>TITLE I--RECIDIVISM REDUCTION</p> <p>(Sec. 101) This bill directs the Department of Justice (DOJ) to establish a risk and needs assessment system to evaluate the recidivism risk of prisoners; to guide housing, grouping, and program assignments; and to incentivize and reward participation in and completion of recidivism reduction programs and productive activities.</p> <p>(Sec. 102) The Bureau of Prisons (BOP) must implement the risk and needs assessment system at its facilities.</p> <p>The bill modifies the computation of good time credit to allow a prisoner to earn a maximum of 54 days per year of the sentence imposed (instead of 54 days per year of the sentence actually served).</p> <p>(Sec. 103) The Government Accountability Office must audit the use of the risk and needs assessment system at BOP facilities.</p> <p>(Sec. 104) The bill authorizes funds for FY2019-FY2023 to establish and implement the risk and needs assessment system. Of the amount appropriated, 80% is reserved for use by the BOP for implementation.</p> <p>(Sec. 105) The bill does not authorize prerelease custody or supervised release for an individual serving a prison term for a state offense.</p> <p>(Sec. 106) It prohibits discrimination against a program, treatment, regimen, group, company, charity, person, or entity based on the fact that it may be or is faith-based.</p> <p>(Sec. 107) The bill establishes the Independent Review Committee to help DOJ:</p> <ul> <li>review existing prisoner risk and needs assessment systems, </li> <li>develop recommendations regarding rehabilitative programs and productive activities, </li> <li>research and analyze the effectiveness of such programs, and </li> <li>review and validate the system.</li> </ul> <p>TITLE II--BUREAU OF PRISONS SECURE FIREARMS STORAGE</p> <p><i>Lieutenant Osvaldo Albarati Correctional Officer Self-Protection Act of 2018</i></p> <p>(Sec. 202) The BOP must allow federal correctional officers to securely store and carry concealed firearms on BOP premises outside the security perimeter of a prison.</p> <p>TITLE III--RESTRAINTS ON PREGNANT PRISONERS PROHIBITED</p> <p>(Sec. 301) The bill limits the use of restraints on federal prisoners who are pregnant or in postpartum recovery.</p> <p>TITLE IV--SENTENCING REFORM</p> <p>(Sec. 401) This bill reduces, and restricts the application of, the enhanced mandatory minimum prison terms for certain repeat drug offenses involving high-level drug quantities (e.g., one kilogram or more of heroin). </p> <p>Specifically, it reduces the mandatory minimum sentence:</p> <ul> <li>from 20 to 15 years for a high-level offense after one prior conviction, and</li> <li>from life to 25 years for a high-level offense after two or more prior convictions. </li> </ul> <p>Additionally, the mandatory minimum penalty applies if the prior convictions are for a serious drug felony or serious violent felony (currently, a felony drug offense).</p> <p>(Sec. 402) It broadens eligibility for the existing safety valve exception. Courts may impose a sentence below the mandatory minimum for certain nonviolent, cooperative drug defendants with a limited criminal history.</p> <p>(Sec. 403) The bill reduces from 25 to 15 years the enhanced mandatory minimum prison term for a defendant who uses a firearm in a crime of violence or drug offense after a prior conviction for such offense. </p> <p>(Sec. 404) It makes the Fair Sentencing Act of 2010 retroactive. A convicted crack cocaine offender sentenced before August 3, 2010, may petition federal court for resentencing. </p> <p>TITLE V--SECOND CHANCE ACT OF 2007 REAUTHORIZATION</p> <p><i>Second Chance Reauthorization Act of 2018</i></p> <p>(Sec. 502) This bill amends the Omnibus Crime Control and Safe Streets Act of 1968:</p> <ul> <li>to revise and reauthorize grant programs for offender reentry demonstration projects; family-based substance abuse treatment; and evaluating and improving educational methods at prisons, jails, and juvenile facilities; and</li> <li>to repeal grant programs for offender reentry courts and drug treatment alternatives to incarceration.</li> </ul> <p>Additionally, the legislation amends the Second Chance Act of 2007:</p> <ul> <li>to rename, revise, and reauthorize grant programs for technology career training demonstration projects and reentry mentoring services;</li> <li>to reauthorize offender reentry research and the grant program for offender reentry substance abuse and criminal justice collaboration;</li> <li>to reauthorize and modify eligibility for an elderly offender early release pilot program; and </li> <li>to repeal grant programs for the responsible reintegration of offenders and the study of Depot Naltrexone to treat heroin addiction.</li> </ul> <p>It amends the federal criminal code to establish partnerships between prisons and faith- or community-based nonprofit organizations to conduct activities to reduce recidivism.</p> <p>(Sec. 503) The DOJ Office of Inspector General must conduct annual audits of selected grant recipients to prevent waste, fraud, and abuse of funds. The bill subjects grants to accountability provisions and limits the use of grants for conferences that use more than $20,000 in DOJ funds.</p> <p> DOJ, in collaboration with interested persons, providers, and organizations, and state, local, and tribal governments, must coordinate and report to Congress on federal reentry programs, policies, and practices.</p> <p>Finally, the National Institute of Justice must evaluate the effectiveness of grants for offender reentry and recidivism reduction programs.</p> <p>TITLE VI--MISCELLANEOUS CRIMINAL JUSTICE</p> <p>(Sec. 601) The bill amends the federal criminal code:</p> <ul> <li> to direct the BOP to place a prisoner in a facility that is not more than 500 driving miles away from the prisoner's primary residence, subject to bed availability and the prisoner's security designation; and</li> <li>to specify that the designation of a prison placement is not reviewable by a court.</li> </ul> <p>(Sec. 602) The BOP must place low-risk prisoners on home confinement for the maximum amount of time permitted.</p> <p>(Sec. 603) The bill reauthorizes through FY2022 and modifies eligibility for an elderly offender early release pilot program.</p> <p>(Sec. 604) The BOP must, as part of prerelease planning procedures, help a prisoner obtain identification, including a Social Security card, driver's license or other official photo identification, and a birth certificate.</p> <p>(Sec. 605) The bill authorizes Federal Prison Industries to sell products to new markets such as the District of Columbia government and nonprofit organizations.</p> <p>(Sec. 606) The BOP must incorporate specialized and comprehensive de-escalation procedures into its training programs.</p> <p>(Sec. 607) The BOP must report on its capacity to treat heroin and opioid abuse through evidence-based programs, including medication-assisted treatment.</p> <p>The Administrative Office of the U.S. Courts must report on the capacity of treatment-service providers to provide medication-assisted treatment for opioid and heroin abuse to prisoners serving a term of supervised release, including plans to expand access.</p> <p>(Sec. 608) The BOP must establish pilot programs: (1) on youth mentorship; and (2) on service to abandoned, rescued, or vulnerable animals.</p> <p>(Sec. 609) Probation and pretrial services officers must perform court-directed supervision of sex offenders conditionally released from civil commitment.</p> <p>(Sec. 610) The bill expands data collection requirements regarding the National Prisoner Statistics Program.</p> <p>(Sec. 611) The BOP must make tampons and sanitary napkins available free of charge.</p> <p>(Sec. 612) The bill requires at least 8% of funds for the Justice and Mental Health Collaboration Program to be used to provide technical assistance.</p> <p>(Sec. 613) The bill prohibits juvenile solitary confinement, except as a temporary response to behavior that poses a serious and immediate risk of harm.</p>"
S. 717,https://www.congress.gov/bill/115th-congress/senate-bill/717,115th Congress (2017-2018),Pro bono Work to Empower and Represent Act of 2018,"Sullivan, Dan [Sen.-R-AK]",Republican,03/23/2017,Became Public Law No: 115-237.,09/04/2018,"<p><b>Pro bono Work to Empower and Represent Act of 2018 or the POWER Act </b></p> <p>(Sec. 3) This bill requires the chief judge for each judicial district to conduct public events to promote pro bono legal services for survivors of domestic violence, dating violence, sexual assault, and stalking.</p> <p>Additionally, the chief judge for a judicial district that contains an Indian tribe or tribal organization must conduct, at least once during each two-year period, a public event to promote pro bono legal services for Indian or Alaska Native victims of domestic violence, dating violence, sexual assault, and stalking.</p> <p>A chief judge must, in conducting public events, seek to maximize the local impact and the provision of high-quality pro bono legal services to survivors.</p> <p>(Sec. 4) Chief judges must report to the Administrative Office of the U.S. Courts on the public events they conduct. The Administrative Office of the U.S. Courts must compile and summarize the reports and submit them to Congress.</p>"
S. 652,https://www.congress.gov/bill/115th-congress/senate-bill/652,115th Congress (2017-2018),Early Hearing Detection and Intervention Act of 2017,"Portman, Rob [Sen.-R-OH]",Republican,03/15/2017,Became Public Law No: 115-71.,10/18/2017,"<p>(This measure has not been amended since it was passed by the Senate on September 6, 2017. The summary of that version is repeated here.)</p> <p><b>Early Hearing Detection and Intervention Act of 2017</b></p> <p>(Sec. 2) This bill amends the Public Health Service Act to revise programs for deaf and hard-of-hearing newborns and infants, including to expand the programs to include young children. The programs are reauthorized through FY2022. Health Resources and Services Administration support for the education and training of personnel and health care providers for such programs is expanded to include education and training of family members.</p>"
